Macro-categoria,Sottocategoria,Domanda,Risposta
Biglietteria e Tariffe,Offerte e Sconti,Lo sconto del 50% per i ragazzi si applica a tutte le offerte?,"🤔 Non sempre! Lo sconto del 50% si calcola sul prezzo Base disponibile in fase di vendita, 😊 ma alcune offerte speciali potrebbero avere condizioni diverse. 🙂 Ti consiglio sempre di verificare le condizioni specifiche dell'offerta che stai acquistando."
Biglietteria e Tariffe,Offerte e Sconti,Fino a quando è valida la riduzione del 50% per i ragazzi?,"🙂 La riduzione del 50% è valida per i ragazzi tra i 4 e i 15 anni non compiuti. 😊 Questo significa che il giorno del 15° compleanno la riduzione non è più applicabile, quindi aprovvigionati prima!"
Biglietteria e Tariffe,Offerte e Sconti,La riduzione del 30% per le cuccette vale per tutti i servizi notte?,"😊 Sì! La riduzione del 30% per i ragazzi tra 4 e 15 anni si applica a tutti i servizi notte: 🙂 cuccette, Vagone Letto e Cabina Superior, sempre calcolata sul prezzo Base disponibile al momento dell'acquisto."
Biglietteria e Tariffe,Offerte e Sconti,"Se ho diritto a una riduzione sul biglietto, cosa devo dire in biglietteria?","🙂 Devi indicare chiaramente il tipo di riduzione a cui hai diritto e portare con te il documento necessario per usufruirne. 😊 Ad esempio, se sei studente, over 60, o hai altre agevolazioni, comunicalo subito e assicurati di avere il documento di identità o la tessera che certifica il tuo diritto alla riduzione!"
Biglietteria e Tariffe,Offerte e Sconti,"Ho un biglietto andata e ritorno con offerta speciale, posso cambiare il nome solo sul treno di ritorno?","😔 No, per le offerte andata/ritorno il cambio nominativo deve essere richiesto per entrambi i treni contemporaneamente! 🙂 Puoi farlo fino alla partenza del treno di andata, ma non per un singolo treno."
Biglietteria e Tariffe,Offerte e Sconti,Le offerte FrecciaYOUNG permettono il cambio nominativo?,"😔 No, mi dispiace! Le offerte FrecciaYOUNG, insieme ad abbonamenti, Senior, Carta Verde e Argento e altre offerte già nominative, 🙂 non permettono il cambio del nominativo perché sono legate specificamente alla persona che le acquista."
Biglietteria e Tariffe,Offerte e Sconti,"Se ho un viaggio andata e ritorno senza offerte speciali, posso cambiare il nome solo su un treno?","😊 Sì, in questo caso hai più flessibilità! 🙂 Per soluzioni andata e ritorno senza particolari offerte commerciali, puoi richiedere il cambio nominativo per uno o più treni secondo le tue necessità."
Biglietteria e Tariffe,Offerte e Sconti,"Ho un'offerta andata e ritorno speciale, come funziona il cambio nominativo?","🤔 Per le offerte A/R speciali puoi richiedere il cambio nominativo solo globalmente, cioè per entrambi i viaggi insieme. 😊 Devi farlo entro la partenza del treno di andata, e non è possibile cambiare il nominativo per un solo treno dell'offerta."
Biglietteria e Tariffe,Offerte e Sconti,"Ho un biglietto con offerta Bimbi Gratis, cosa succede se non ci sono più posti disponibili per l'offerta quando cambio?",🤔 In questo caso non puoi fare un semplice cambio prenotazione. 😔 Devi richiedere il cambio biglietto pagando la differenza tra il prezzo scontato che avevi e il prezzo intero del nuovo treno.
Biglietteria e Tariffe,Offerte e Sconti,"Ho un biglietto con offerta Base, la scelta del posto è gratuita?","😊 Sì, perfetto! Con i biglietti Base la scelta del posto è completamente gratuita. 🙂 Questo vale anche per i biglietti Bimbi Gratis e quelli per comitive!"
Biglietteria e Tariffe,Offerte e Sconti,Su quali treni posso richiedere il bonus per climatizzazione rotta?,"😊 Puoi richiederlo su Frecciarossa, Frecciargento, Frecciabianca, Intercity, Intercity Notte e servizio Freccialink. 🙂 Sono esclusi solo i treni internazionali in servizio interno. Quindi praticamente tutti i treni principali di Trenitalia!"
Biglietteria e Tariffe,Offerte e Sconti,"Se ho già pagato parte del biglietto con un bonus precedente, posso comunque avere il bonus climatizzazione?",😊 Assolutamente sì! Il bonus per climatizzazione viene riconosciuto anche se hai acquistato il biglietto in tutto o in parte con altri bonus. 🙂 Non c'è nessun problema al riguardo.
Biglietteria e Tariffe,Offerte e Sconti,"Se il mio treno arriva in ritardo E l'aria condizionata non funziona, ricevo entrambi i bonus?","😔 No, purtroppo i due benefici non si cumulano. 🤔 Se si verificano entrambe le situazioni, hai diritto solo all'indennità per ritardo, che di solito è più vantaggiosa. È una regola per evitare doppi indennizzi."
Biglietteria e Tariffe,Offerte e Sconti,Se ho un biglietto gratuito o comprato con Trenitalia for Business posso avere il bonus?,"😔 No, questi tipi di biglietti sono esclusi dal bonus climatizzazione. 🙂 Rientrano in questa categoria anche i biglietti per il trasporto del cane a pagamento e alcune offerte commerciali che lo escludono espressamente."
Biglietteria e Tariffe,Offerte e Sconti,"Ho pagato una commissione extra in agenzia di viaggio, viene inclusa nel calcolo del bonus?","😔 No, gli importi aggiuntivi pagati presso agenzie di viaggio o con modalità particolari come Postoclick non vengono inclusi nel calcolo del bonus. 🙂 Il bonus viene calcolato solo sul prezzo base del biglietto, non sulle commissioni aggiuntive."
Biglietteria e Tariffe,Offerte e Sconti,Entro quanto tempo posso richiedere il bonus per climatizzazione?,"🙂 Hai ben 12 mesi di tempo! Il periodo inizia dall'orario di arrivo in stazione del treno dove si è verificato il problema. 😊 È un termine abbastanza generoso, quindi non devi avere fretta."
Biglietteria e Tariffe,Offerte e Sconti,Il bonus climatizzazione entro quando devo utilizzarlo?,"🙂 Una volta ottenuto il bonus, hai 12 mesi dalla data di effettuazione del viaggio problematico per utilizzarlo nell'acquisto di altri biglietti. 😊 Quindi hai tutto il tempo necessario per pianificare il prossimo viaggio!"
Biglietteria e Tariffe,Offerte e Sconti,Come posso richiedere il bonus per climatizzazione online?,"😊 Hai diverse opzioni online! Puoi compilare il web form sul sito reclami-e-suggerimenti.trenitalia.com, 🙂 oppure usare l'App Trenitalia se hai biglietti ticketless acquistati su sito, app o call center. È davvero comodo e veloce!"
Biglietteria e Tariffe,Offerte e Sconti,Posso richiedere il bonus climatizzazione in biglietteria?,"😊 Certamente! Puoi recarti presso qualsiasi biglietteria Trenitalia per fare la richiesta. 🙂 Anche l'agenzia di viaggio che ha emesso il biglietto può aiutarti, oppure il Call Center se hai acquistato tramite telefono o sito web."
Biglietteria e Tariffe,Offerte e Sconti,Posso spedire la richiesta di bonus climatizzazione per posta?,"😊 Sì, puoi inviare la richiesta per posta a: Trenitalia S.p.A, Ufficio Reclami e Rimborsi, Piazza della Croce Rossa 1, 00161 Roma. 🙂 È un'opzione comoda se preferisci il metodo tradizionale!"
Biglietteria e Tariffe,Offerte e Sconti,"Se rinuncio al viaggio, posso farmi rimborsare la parte pagata con bonus climatizzazione?","😔 No, i biglietti per la parte acquistata con bonus non sono rimborsabili se rinunci al viaggio per tue esigenze personali. 🤔 Questo è importante da tenere a mente quando usi i bonus per acquistare nuovi biglietti."
Biglietteria e Tariffe,Offerte e Sconti,Posso convertire il bonus climatizzazione in denaro contante?,"😔 No, il bonus non è convertibile in denaro. 🙂 Ti consente di acquistare altri titoli di viaggio Trenitalia senza diritto al resto, quindi assicurati di usarlo per viaggi di importo uguale o superiore al valore del bonus."
Biglietteria e Tariffe,Offerte e Sconti,Il bonus climatizzazione funziona per i treni di Trenitalia France?,"😊 Sì, è l'unica eccezione! Puoi utilizzare un bonus emesso da Trenitalia per acquistare biglietti della società Trenitalia France. 🙂 Per tutte le altre compagnie ferroviarie internazionali invece non è possibile."
Biglietteria e Tariffe,Offerte e Sconti,I buoni sconto sono personali o possono essere utilizzati da chiunque?,"😊 I buoni sconto non sono nominativi, quindi possono essere utilizzati da chiunque! 🙂 Non c'è bisogno che sia intestato a te per poterlo usare."
Biglietteria e Tariffe,Offerte e Sconti,Per quali tipi di biglietti posso usare i buoni sconto Customer Care?,"😊 Puoi utilizzare i buoni sconto per acquistare biglietti di corsa semplice di qualsiasi tipologia e importo! 🙂 Sono validi per viaggi su tutti i treni del servizio nazionale, in tutte le classi e livelli di servizio."
Biglietteria e Tariffe,Offerte e Sconti,Posso usare il buono sconto per treni internazionali?,"😔 No, mi dispiace ma i buoni sconto Customer Care non sono validi per i treni internazionali. 🙂 Sono utilizzabili solo sui treni del servizio nazionale di Trenitalia."
Biglietteria e Tariffe,Offerte e Sconti,Il buono sconto vale anche per i treni regionali?,"😔 No, i treni del trasporto regionale sono esclusi dall'utilizzo dei buoni sconto Customer Care. 🙂 Puoi usarli solo per i treni del servizio nazionale come Frecciarossa, Frecciargento e Frecciabianca."
Biglietteria e Tariffe,Offerte e Sconti,Cosa succede se il biglietto costa meno del valore del buono sconto?,"😔 Se acquisti un biglietto di prezzo inferiore al valore del buono, la parte residua non è riutilizzabile né rimborsabile. 🤔 Ti consiglio quindi di utilizzare il buono per acquisti di valore simile o superiore al voucher per non perdere la differenza."
Biglietteria e Tariffe,Offerte e Sconti,Dove posso utilizzare i buoni sconto Customer Care?,"😊 Puoi usare i buoni sconto in diversi modi! 🙂 Sul sito di Trenitalia con pagamento immediato, presso le biglietterie, nelle agenzie di viaggio abilitate, alle macchinette self service oppure chiamando il call center di Trenitalia."
Biglietteria e Tariffe,Offerte e Sconti,Posso usare il buono sconto con il servizio Postoclick?,"😔 No, i buoni sconto non sono utilizzabili con i servizi di pre-prenotazione come il Postoclick. 🙂 Devi effettuare un acquisto con pagamento immediato per poter applicare il buono."
Biglietteria e Tariffe,Offerte e Sconti,Il call center per usare i buoni sconto è gratuito?,"😔 No, il call center di Trenitalia è un numero a pagamento. 🤔 Se vuoi evitare costi aggiuntivi, ti consiglio di utilizzare il buono sconto online sul sito o presso le biglietterie in stazione."
Biglietteria e Tariffe,Offerte e Sconti,Che regole seguono i biglietti acquistati con buoni sconto?,🙂 I biglietti acquistati con buoni sconto seguono le stesse regole dei secondi contatti previste per la tipologia di biglietto che hai scelto. 😊 Ci sono però alcune particolarità specifiche previste proprio per i buoni sconto che devi considerare.
Biglietteria e Tariffe,Offerte e Sconti,Su quali treni posso utilizzare i buoni sconto?,"🙂 Puoi utilizzare i buoni sconto per tutti i treni del servizio nazionale di Trenitalia. 😔 Però sono esclusi i treni internazionali e i treni regionali. Quindi perfetti per Frecciarossa, Frecciargento e Frecciabianca!"
Biglietteria e Tariffe,Offerte e Sconti,Trenitalia può togliermi il buono sconto?,"🤔 Sì, Trenitalia si riserva il diritto di disattivare il buono sconto in qualsiasi momento se viene usato in modo improprio o se violi le condizioni di utilizzo. 😔 Inoltre, se non usi il buono sconto entro la scadenza, non puoi chiedere il rimborso del suo valore."
Biglietteria e Tariffe,Offerte e Sconti,"Se compro un biglietto che costa meno del buono sconto, mi rimborsano la differenza?","😔 No, purtroppo se il biglietto costa meno del valore del buono sconto, non ricevi il rimborso della parte non utilizzata. 🤔 Il valore residuo va perso, quindi conviene utilizzare il buono per biglietti di valore simile o superiore."
Biglietteria e Tariffe,Offerte e Sconti,Posso riutilizzare il buono sconto dopo averlo usato una volta?,"😔 No, il buono sconto non è riutilizzabile. Una volta che lo hai utilizzato per un acquisto, non puoi più usufruire del valore dello sconto, 🙂 nemmeno in caso di cambi, rimborsi o se devi prendere un altro treno."
Biglietteria e Tariffe,Offerte e Sconti,Posso usare più buoni sconto insieme per lo stesso biglietto?,"😔 No, i buoni sconto non sono cumulabili. Puoi utilizzare un solo buono sconto per ciascun passeggero e per ogni treno acquistato. 🙂 Però se viaggi con più persone, ogni passeggero può usare il proprio buono sconto."
Biglietteria e Tariffe,Offerte e Sconti,Posso vendere o regalare il mio buono sconto a qualcun altro?,"😔 No, i buoni sconto non sono vendibili e non sono convertibili in denaro. 🤔 Tuttavia, alcuni buoni possono essere nominativi (solo per te) mentre altri non nominativi potrebbero essere usati da chiunque, dipende dalle condizioni specifiche del buono."
Biglietteria e Tariffe,Offerte e Sconti,Come funziona il buono sconto se compro un viaggio con più treni diversi?,"🤔 Se acquisti soluzioni di viaggio miste, tipo Torino-Roma su Frecciarossa + Roma-Napoli su Frecciargento, il sistema scala automaticamente il valore del buono dal treno di importo superiore ammesso dall'offerta. 😊 È tutto automatico, non devi preoccuparti di nulla!"
Biglietteria e Tariffe,Offerte e Sconti,Posso usare un solo buono sconto per andata e ritorno?,😊 Sì! In caso di acquisto di soluzioni andata e ritorno puoi utilizzare un unico buono sconto per entrambi i viaggi. 🙂 È molto conveniente per i viaggi di ritorno!
Biglietteria e Tariffe,Offerte e Sconti,Come faccio a usare il buono sconto sul sito di Trenitalia?,"😊 È facilissimo! Prima scegli il tuo viaggio sul sito, poi nella sezione dati passeggeri clicca su 'Buono Sconto' e inserisci il codice facendo attenzione a tutte le 19 cifre, compresi gli zero, e le lettere in maiuscolo. 🙂 Il sistema verificherà il codice e sottrarrà automaticamente lo sconto dal totale!"
Biglietteria e Tariffe,Offerte e Sconti,Quante cifre ha il codice del buono sconto e come devo inserirlo?,"🙂 Il codice del buono sconto ha 19 cifre totali. 😲 Quando lo inserisci, fai molta attenzione a riportare tutte le cifre, compresi gli zero, e assicurati che le lettere siano in maiuscolo, altrimenti il sistema non lo riconoscerà!"
Biglietteria e Tariffe,Offerte e Sconti,Cosa succede se voglio cambiare un biglietto comprato con buono sconto?,"🤔 Se richiedi il cambio di un biglietto acquistato con buono sconto, perdi il diritto a riutilizzare il valore dello sconto. 😔 Il cambio viene effettuato solo sull'importo che hai realmente pagato, seguendo le normali regole di cambio biglietto."
Biglietteria e Tariffe,Offerte e Sconti,Posso ottenere il rimborso di un biglietto comprato con buono sconto?,"🤔 Puoi chiedere il rimborso, ma solo per l'importo che hai effettivamente pagato. 😔 Il valore del buono sconto non è rimborsabile né indennizzabile, anche se il rimborso è per cause imputabili a Trenitalia."
Biglietteria e Tariffe,Offerte e Sconti,Posso prendere un treno diverso con un biglietto comprato usando buono sconto?,"😊 Sì, puoi utilizzare un treno diverso per la stessa relazione, se il tipo di biglietto lo consente. 🤔 Dovrai pagare la differenza tra il prezzo pieno e l'importo scontato che hai pagato, più una penalità di 10 euro."
Biglietteria e Tariffe,Offerte e Sconti,"Ho ricevuto un buono sconto di Trenitalia ma non so come usarlo, mi puoi spiegare?","😊 Certo! Usare il buono sconto è semplicissimo. 🙂 Prima scegli il tuo viaggio sul sito, poi quando selezioni la soluzione clicca su 'Inserisci Buono Sconto' e digita tutto il codice di 19 caratteri (compresi gli zeri). 😄 Il sistema sottrarrà automaticamente il valore dal totale e potrai procedere al pagamento!"
Biglietteria e Tariffe,Offerte e Sconti,Devo inserire tutto il codice del buono sconto o posso abbreviarlo?,"🤔 Devi inserire per intero tutti i 19 caratteri che compongono il codice del buono sconto, compresi gli zeri. 😊 È importante non saltare nessun carattere, altrimenti il sistema non riconoscerà il buono!"
Biglietteria e Tariffe,Offerte e Sconti,"Se cambio il biglietto dopo aver usato un buono sconto, posso riutilizzare lo sconto?","😔 Purtroppo no, se modifichi il viaggio perdi il valore del buono sconto. 🤔 Il buono non è riutilizzabile e dovrai integrare il valore dello sconto per il cambio prenotazione. 🙂 Ti consiglio di essere sicuro del viaggio prima di utilizzare il buono!"
Biglietteria e Tariffe,Offerte e Sconti,Posso usare il buono sconto per i treni regionali o internazionali?,"😔 No, i buoni sconto sono validi solo per i treni del servizio nazionale nell'ambito di specifiche iniziative commerciali. 🙂 Sono esclusi sia i treni regionali che quelli internazionali. 🤔 Controlla sempre la campagna specifica del tuo buono per maggiori dettagli!"
Biglietteria e Tariffe,Offerte e Sconti,Posso utilizzare il buono sconto anche in biglietteria fisica?,"😊 Sì, assolutamente! Puoi utilizzare il buono sconto per acquistare biglietti presso tutti i canali di vendita di Trenitalia, non solo online ma anche nelle biglietterie fisiche."
Biglietteria e Tariffe,Offerte e Sconti,Posso usare solo una parte del valore del buono sconto?,"😔 No, il buono sconto non è frazionabile. 🙂 Deve essere utilizzato tutto in un'unica volta per un unico acquisto. Non puoi dividere il suo valore su più acquisti separati."
Biglietteria e Tariffe,Offerte e Sconti,Posso utilizzare più buoni sconto insieme per lo stesso viaggio?,"😔 No, il buono sconto non è cumulabile. 🙂 Per ogni viaggio puoi usare solo un buono sconto per ogni passeggero. Non è possibile combinare più buoni per un singolo viaggiatore."
Biglietteria e Tariffe,Offerte e Sconti,"Se viaggiamo in più persone, posso usare un buono sconto per ognuno?",😊 Sì! Puoi utilizzare tanti buoni sconto quanti sono i passeggeri del viaggio - uno per ciascun passeggero. 🙂 Ovviamente sempre nel rispetto delle regole generali del buono sconto.
Biglietteria e Tariffe,Offerte e Sconti,Posso regalare il mio buono sconto a qualcun altro?,"😊 Sì, se non specificato diversamente, il buono sconto non è nominativo ed è cedibile. 🙂 Puoi tranquillamente regalarlo o darlo a qualcun altro!"
Biglietteria e Tariffe,Offerte e Sconti,"Se chiedo il rimborso di un biglietto pagato con buono sconto, mi rimborsano anche il valore del buono?","😔 No, il rimborso riguarda solo l'importo che hai effettivamente pagato. 🙂 Questo vale sia se rinunci al viaggio per motivi tuoi, sia per disservizi di Trenitalia o ordini delle autorità pubbliche. Il valore del buono sconto non viene mai rimborsato."
Biglietteria e Tariffe,Offerte e Sconti,"Il mio buono sconto ha una spesa minima, cosa significa?",🤔 Significa che puoi usare il buono solo se il prezzo del biglietto è almeno pari o superiore alla spesa minima indicata. 🙂 Questa spesa minima si riferisce a ogni singolo treno-passeggero del tuo viaggio.
Biglietteria e Tariffe,Offerte e Sconti,Come funziona il buono sconto se il mio viaggio prevede più treni?,"🤔 Se acquisti soluzioni miste con più treni (ad esempio Torino-Roma su Frecciarossa + Roma-Napoli su Frecciargento), 😊 il sistema scala automaticamente il valore del buono dal treno più costoso, purché sia ammesso dalla campagna del tuo buono sconto."
Biglietteria e Tariffe,Offerte e Sconti,Il valore del buono sconto è rimborsabile o indennizzabile?,"😔 No, il valore del buono sconto non è mai rimborsabile né indennizzabile. 🙂 Una volta utilizzato, se devi modificare o annullare il viaggio, perdi definitivamente il valore dello sconto."
Biglietteria e Tariffe,Offerte e Sconti,Entro quanto tempo devo cancellare la prenotazione per avere il bonus?,"🤔 Devi cancellare la prenotazione entro 24 ore prima della partenza del treno per poter accumulare il bonus di 0,50€! 😊 Se cancelli dopo questo termine, purtroppo non avrai diritto al bonus per quella prenotazione."
Biglietteria e Tariffe,Offerte e Sconti,Quanto tempo ho per utilizzare il bonus una volta ricevuto?,"😊 Il bonus ha una validità di 12 mesi dall'emissione! 🙂 Quindi una volta che lo richiedi e lo ricevi, hai un anno intero per utilizzarlo presso tutti i canali di vendita Trenitalia."
Biglietteria e Tariffe,Offerte e Sconti,Cos'è il bonus che ricevo con alcune offerte dell'opzione tiRimborso?,"🙂 Il bonus è un credito che ricevi per FrecciaYoung, FrecciaSenior e FrecciaDAYS, valido per l'acquisto di un nuovo biglietto. 😊 Ha una validità di 12 mesi dalla data di emissione, 😔 ma non è convertibile in denaro contante."
Biglietteria e Tariffe,Offerte e Sconti,Dove posso utilizzare il bonus dell'opzione tiRimborso?,"🤔 Il bonus ha alcune limitazioni! 😔 Non puoi usarlo sui biglietti a fasce chilometriche, su biglietti o abbonamenti integrati e sui treni internazionali o di altre compagnie ferroviarie. 😊 Però puoi utilizzarlo per i biglietti Trenitalia France!"
Biglietteria e Tariffe,Offerte e Sconti,Ci sono sconti Interrail per i giovani?,😄 Sì! Ai giovani fino ai 28 anni di età è riservata una speciale offerta con prezzi particolarmente vantaggiosi! 😊 È un'ottima opportunità per i viaggiatori più giovani di esplorare l'Europa.
Biglietteria e Tariffe,Offerte e Sconti,Esistono offerte Interrail per gli anziani?,"😊 Certo! Esiste un'offerta dedicata agli 'Over 60', anche questa a prezzi scontati. 🙂 Trenitalia pensa a tutte le fasce d'età per rendere i viaggi in Europa accessibili!"
Biglietteria e Tariffe,Offerte e Sconti,Ci sono offerte speciali per viaggiare in Europa partendo dall'Italia?,😊 Sì! Se ti trovi in Italia e vuoi andare all'estero puoi risparmiare utilizzando diverse proposte e offerte. 🙂 Puoi trovarle nella sezione Offerte Internazionali sul sito di Trenitalia!
Biglietteria e Tariffe,Offerte e Sconti,Il Frecciadesk mi può dare informazioni sulle promozioni in corso?,"😄 Assolutamente! Il personale del Frecciadesk è specializzato e può fornirti tutte le informazioni commerciali che ti servono: 😊 promozioni attive, prezzi delle diverse tariffe, condizioni di servizio e molto altro ancora!"
Biglietteria e Tariffe,Offerte e Sconti,Esiste una promozione per usare WeShort anche dopo il viaggio?,"😄 Sì, c'è un'offerta esclusiva per i clienti Trenitalia! Puoi avere 30 giorni completamente gratuiti sulla piattaforma WeShort completa utilizzando il codice coupon 'frecciarossa'. 😊 Così potrai continuare a goderti i cortometraggi anche a casa!"
Biglietteria e Tariffe,Offerte e Sconti,Dove posso trovare informazioni sulle offerte e promozioni di Trenitalia?,"😄 Le promozioni le trovi facilmente sul sito www.trenitalia.com! 😊 Oppure puoi informarti presso qualsiasi punto vendita. 🤔 Tieni presente che molte offerte hanno limitazioni nel numero di biglietti disponibili e condizioni particolari d'uso, quindi conviene sempre leggere bene i dettagli!"
Biglietteria e Tariffe,Offerte e Sconti,Esistono convenzioni con altri servizi se ho un biglietto Trenitalia?,"😄 Sì, tantissime! Con un biglietto per treni di media e lunga percorrenza puoi usufruire di agevolazioni per aereo, nave, noleggio auto, scooter sharing, taxi, e-bike, 😊 parcheggi, alloggi, spedizione bagagli, mostre e musei. Alcuni li puoi acquistare insieme al biglietto, altri su siti dedicati accessibili da www.trenitalia.com!"
Biglietteria e Tariffe,Offerte e Sconti,Entro quando posso richiedere il bonus per il guasto della climatizzazione?,"😊 Hai 12 mesi dall'orario di arrivo del treno in stazione per richiedere il bonus! 🙂 Puoi verificare il diritto presso biglietterie, agenzie di viaggio, sul sito Trenitalia.com o tramite Call Center. Dovrai consegnare il biglietto originario per ricevere un bonus spendibile entro 12 mesi."
Biglietteria e Tariffe,Offerte e Sconti,Il bonus per la climatizzazione dà diritto al resto se non lo uso tutto?,"😔 No, il bonus non dà diritto al resto! 🙂 Inoltre, i biglietti acquistati con la parte del bonus non sono rimborsabili se rinunci al viaggio per tue esigenze personali. 😌 Quindi ti conviene usarlo per acquisti di valore pari o superiore al bonus."
Biglietteria e Tariffe,Offerte e Sconti,Che tipo di autorizzazione serve per fare attività promozionali sui treni?,"🤔 Per qualsiasi attività promozionale, distribuzione di materiale pubblicitario, interviste o sondaggi sui treni è necessaria una preventiva autorizzazione scritta di Trenitalia. 😊 Devi contattare l'azienda prima del viaggio per ottenere il permesso, altrimenti rischi l'esclusione dal trasporto senza rimborso."
Biglietteria e Tariffe,Offerte e Sconti,Cos'è la Concessione Speciale III di Trenitalia?,😊 La Concessione Speciale III è un'agevolazione speciale che offre sconti sui biglietti ferroviari per le persone con disabilità della vista e i loro accompagnatori. 🙂 È pensata per rendere i viaggi in treno più accessibili e convenienti per chi ha disabilità visive!
Biglietteria e Tariffe,Offerte e Sconti,Chi può richiedere la Concessione Speciale III?,"🙂 Possono richiederla le persone con disabilità della vista che hanno la tessera Modello 28/C, valida per 5 anni. 😊 Anche i loro accompagnatori possono usufruirne, purché abbiano l'apposita credenziale Modello 28 rilasciata dalle associazioni autorizzate dallo Stato."
Biglietteria e Tariffe,Offerte e Sconti,Cosa sono i viaggi isolati nella Concessione Speciale III?,"🤔 I viaggi isolati sono quelli effettuati dalla persona con disabilità visiva senza il proprio accompagnatore, oppure quelli dell'accompagnatore con credenziale Modello 28 che viaggia da solo. 😊 Ad esempio, quando l'accompagnatore fa il viaggio di andata o ritorno dopo aver accompagnato la persona disabile."
Biglietteria e Tariffe,Offerte e Sconti,Quanto sconto ho sui treni nazionali se viaggio da solo con la Concessione Speciale III?,"😊 Se viaggi da solo (viaggio isolato), hai diritto al 20% di sconto sulla Tariffa Ordinaria Nazionale! 🙂 Dovrai però pagare il cambio servizio a prezzo intero se scegli treni Frecciarossa, Frecciargento, Frecciabianca, Intercity, Intercity Notte o servizi Cuccette/Vagoni Letto."
Biglietteria e Tariffe,Offerte e Sconti,Posso usare la Concessione Speciale III sui servizi Executive o Cabine Superior?,"😔 No, mi dispiace. I livelli di servizio Executive e le Cabine Superior sono esclusi dalle riduzioni della Concessione Speciale III. 🙂 Puoi però usufruire delle agevolazioni su tutti gli altri livelli di servizio!"
Biglietteria e Tariffe,Offerte e Sconti,Come funziona la Concessione Speciale III sui treni regionali per viaggi isolati?,"😊 Sui treni regionali hai diritto al 20% di sconto sulla tariffa ordinaria regionale! 🙂 Questo vale sia per i viaggi regionali semplici che per quelli con applicazione sovraregionale, quando viaggi da solo o come accompagnatore in viaggio isolato."
Biglietteria e Tariffe,Offerte e Sconti,Posso combinare la Concessione Speciale III con altre offerte o sconti?,"😔 No, mi dispiace. L'agevolazione della Concessione Speciale III non è cumulabile con altre riduzioni o promozioni. 🙂 Dovrai scegliere quale convenienza ti risulta più vantaggiosa per il tuo viaggio."
Biglietteria e Tariffe,Offerte e Sconti,Cosa devo mostrare al controllore quando viaggio con la Concessione Speciale III?,"🙂 Devi sempre avere con te: il biglietto, la tessera Modello 28/C (o la credenziale Modello 28 se sei accompagnatore) e un documento di identità. 😊 Anche l'eventuale accompagnatore deve avere i suoi documenti. È importante avere tutto in regola per evitare problemi!"
Biglietteria e Tariffe,Offerte e Sconti,Cos'è la Concessione Speciale VIII di Trenitalia?,"😊 La Concessione Speciale VIII è un'agevolazione di prezzo riservata alle persone mutilate e invalide di guerra e per servizio. 🙂 Offre sconti sui biglietti ferroviari e, in alcuni casi, include anche il viaggio gratuito per l'accompagnatore!"
Biglietteria e Tariffe,Offerte e Sconti,Chi può richiedere la Concessione Speciale VIII?,"🙂 Possono richiederla solo i cittadini italiani mutilati e invalidi di guerra e per servizio che possiedono uno dei libretti di viaggio ufficiali: 😊 Modello I (n. 36), Modello I bis (n. 37), Modello I ter (n. 38), o Modelli nn. 39 e 40, rilasciati dalle Amministrazioni statali competenti secondo le leggi vigenti."
Biglietteria e Tariffe,Offerte e Sconti,Quanto sconto prevede la Concessione VIII per i grandi invalidi sui treni nazionali?,"😊 Per i grandi invalidi sui treni nazionali lo sconto è del 30% sulla tariffa ordinaria! 🙂 Se viaggi senza accompagnatore con il libretto Modello I ter, paghi solo il 70% del prezzo normale, più l'eventuale cambio servizio a prezzo intero per Frecce e Intercity."
Biglietteria e Tariffe,Offerte e Sconti,"Che sconto hanno gli invalidi di 2a, 3a e 4a categoria sui treni nazionali?","🙂 Gli invalidi di 2a, 3a e 4a categoria con libretti Modelli 39 e 40 hanno diritto a uno sconto del 10% sulla tariffa ordinaria nazionale. 😊 Anche per loro si aggiunge il cambio servizio a prezzo intero per Frecce, Intercity e servizi cuccette o vagoni letto."
Biglietteria e Tariffe,Offerte e Sconti,Come funzionano gli sconti sui treni regionali con la Concessione VIII?,"😊 Sui treni regionali funziona così: 😄 i grandi invalidi con libretti Modello I, I bis o I ter hanno sconto del 30%, 🙂 mentre gli invalidi di 2a, 3a e 4a categoria con libretti 39 e 40 hanno sconto del 10% sulla tariffa regionale."
Biglietteria e Tariffe,Offerte e Sconti,Posso cumulare la Concessione VIII con altre promozioni Trenitalia?,"😔 No, purtroppo l'agevolazione della Concessione VIII non è cumulabile con altre riduzioni o promozioni. 🤔 Dovrai scegliere quella più conveniente per il tuo viaggio!"
Biglietteria e Tariffe,Offerte e Sconti,Da quando è valida questa normativa sulla Concessione Speciale VIII?,🙂 Questa normativa sulla Concessione Speciale VIII è valida dal 3 novembre 2022. 😊 Assicurati di verificare sempre le condizioni più aggiornate per il tuo viaggio!
Biglietteria e Tariffe,Offerte e Sconti,I pass promozionali InterRail sono rimborsabili?,"😔 No, i pass promozionali, i complementary e i Tour Passes non sono rimborsabili, 🤔 salvo diverse indicazioni specifiche da parte di Eurail B.V."
Biglietteria e Tariffe,Offerte e Sconti,Posso ricevere l'indennità anche se ho pagato il biglietto con un bonus?,😊 Assolutamente sì! 🙂 L'indennità spetta anche se hai acquistato il titolo di viaggio completamente o parzialmente con un altro bonus. Non ci sono limitazioni su questo aspetto.
